t,x,y,yaw,state,front,back,left,right
270.87,3.1144551445711044,-10.645390507294021,1.5741711439690191,EXPLORE,4.697425365447998,2.622046947479248,1.6008919477462769,1.399113655090332
270.91,3.1143241082401056,-10.609688233299119,1.5745727472629067,EXPLORE,4.697425365447998,2.622046947479248,1.6008919477462769,1.399113655090332
270.94,3.1142178965626908,-10.582890306907915,1.5748580876149516,EXPLORE,4.636651039123535,2.680997371673584,1.5996816158294678,1.394929051399231
270.97,3.1141017031196725,-10.556099390495152,1.5751321207465887,EXPLORE,4.636651039123535,2.680997371673584,1.5996816158294678,1.394929051399231
271.01,3.113937175951582,-10.520355876303121,1.5754860408211173,EXPLORE,4.575906276702881,2.7399816513061523,1.5994566679000854,1.3951514959335327
271.04,3.113937175951582,-10.520355876303121,1.5754860408211173,EXPLORE,4.575906276702881,2.7399816513061523,1.5994566679000854,1.3951514959335327
271.07,3.1136681467819667,-10.466716855751713,1.5759552143576578,EXPLORE,4.5152058601379395,2.7990009784698486,1.5991955995559692,1.3954118490219116
271.11,3.1134756432593087,-10.430941890035923,1.576238543828554,EXPLORE,4.5152058601379395,2.7990009784698486,1.5991955995559692,1.3954118490219116
271.14,3.1133257190574053,-10.404096040234547,1.5764435423746785,EXPLORE,4.461398601531982,2.858044385910034,1.5989024639129639,1.3957053422927856
271.17,3.1131684963814097,-10.37725932380308,1.5766403308183659,EXPLORE,4.461398601531982,2.858044385910034,1.5989024639129639,1.3957053422927856
271.21,3.112952392796322,-10.341458387260188,1.5768757239746434,EXPLORE,4.400660991668701,2.917118787765503,1.5985807180404663,1.3955215215682983
271.24,3.1127858842238307,-10.314594107335575,1.5770411824485944,EXPLORE,4.400660991668701,2.917118787765503,1.5985807180404663,1.3955215215682983
271.27,3.113825396082673,-10.28773917388811,1.5772014084675374,EXPLORE,4.346827030181885,2.976224422454834,1.5982334613800049,1.3957829475402832
271.31,3.1196504982489754,-10.251916116120015,1.577408273532951,EXPLORE,4.346827030181885,2.976224422454834,1.5982334613800049,1.3957829475402832
271.34,3.122197108284941,-10.225037773587665,1.5775620988770278,EXPLORE,4.286025524139404,3.0353472232818604,1.5978641510009766,1.396071434020996
